Transaction ID,Product ID,Customer ID,Order Date,Quantity,Unit Price,Total Amount,Order Status
53197,3029,10035,2023-12-19 00:11:41.180154,5,49.0,245.0,Completed
53198,3017,10272,2023-12-21 00:11:41.180154,1,22.0,22.0,Completed
53199,3028,10422,2023-12-23 00:11:41.180154,1,35.0,35.0,Completed
53200,3039,10595,2024-01-08 00:11:41.180154,3,399.0,1197.0,Completed
53201,3001,10829,2023-12-20 00:11:41.180154,4,449.0,1796.0,Completed
53202,3020,10198,2023-12-18 00:11:41.180154,1,99.0,99.0,Completed
53203,3002,10122,2024-01-08 00:11:41.180154,1,40.0,40.0,Completed
53204,3023,10954,2024-01-10 00:11:41.180154,5,20.0,100.0,Completed
53205,3030,10115,2024-01-12 00:11:41.180154,5,14.0,70.0,Completed
53206,3022,10463,2024-01-01 00:11:41.180154,4,50.0,200.0,Completed
53207,3050,10555,2023-12-30 00:11:41.180154,3,75.0,225.0,Completed
53208,3001,10518,2024-01-05 00:11:41.180154,3,449.0,1347.0,Completed
53209,3020,10092,2023-12-29 00:11:41.180154,3,99.0,297.0,Completed
53210,3002,10064,2024-01-02 00:11:41.180154,4,40.0,160.0,Completed
53211,3007,10114,2024-01-07 00:11:41.180154,3,250.0,750.0,Completed
53212,3017,10555,2023-12-31 00:11:41.180154,1,22.0,22.0,Completed
53213,3007,10524,2024-01-07 00:11:41.180154,5,250.0,1250.0,Completed
53214,3048,10231,2024-01-03 00:11:41.180154,2,30.0,60.0,Completed
53215,3047,10619,2023-12-30 00:11:41.180154,2,279.0,558.0,Completed
53216,3014,10807,2023-12-19 00:11:41.180154,5,48.0,240.0,Completed
53217,3029,10053,2024-01-10 00:11:41.180154,2,49.0,98.0,Completed
53218,3023,10485,2023-12-21 00:11:41.180154,5,20.0,100.0,Completed
53219,3039,10687,2023-12-23 00:11:41.180154,5,399.0,1995.0,Completed
53220,3002,10246,2024-01-04 00:11:41.180154,4,40.0,160.0,Completed
53221,3001,10285,2024-01-09 00:11:41.180154,5,449.0,2245.0,Completed
53222,3036,10583,2023-12-24 00:11:41.180154,4,17.0,68.0,Completed
53223,3002,10893,2024-01-11 00:11:41.180154,3,40.0,120.0,Completed
53224,3021,10799,2024-01-07 00:11:41.180154,3,45.0,135.0,Completed
53225,3045,10554,2024-01-07 00:11:41.180154,3,129.0,387.0,Completed
53226,3045,10734,2024-01-10 00:11:41.180154,5,129.0,645.0,Completed
53227,3022,10365,2023-12-26 00:11:41.180154,4,50.0,200.0,Cancelled
53228,3002,10620,2024-01-07 00:11:41.180154,4,40.0,160.0,Completed
53229,3002,10448,2024-01-12 00:11:41.180154,5,40.0,200.0,Completed
53230,3012,10193,2024-01-07 00:11:41.180154,4,50.0,200.0,Completed
53231,3014,10711,2024-01-09 00:11:41.180154,2,48.0,96.0,Completed
53232,3007,10531,2024-01-08 00:11:41.180154,5,250.0,1250.0,Completed
53233,3044,10358,2023-12-30 00:11:41.180154,2,45.0,90.0,Completed
53234,3035,10907,2023-12-31 00:11:41.180154,4,99.0,396.0,Completed
53235,3004,10027,2023-12-31 00:11:41.180154,5,45.0,225.0,Completed
53236,3050,10297,2023-12-29 00:11:41.180154,5,75.0,375.0,Completed
53237,3035,10063,2023-12-19 00:11:41.180154,3,99.0,297.0,Completed
53238,3042,10764,2024-01-01 00:11:41.180154,3,16.0,48.0,Completed
53239,3001,10712,2024-01-03 00:11:41.180154,3,449.0,1347.0,Completed
53240,3021,10321,2024-01-01 00:11:41.180154,3,45.0,135.0,Completed
53241,3032,10679,2024-02-01 00:11:41.180154,3,19.0,57.0,Completed
53242,3023,10390,2024-01-22 00:11:41.180154,4,20.0,80.0,Completed
53243,3002,10756,2024-01-21 00:11:41.180154,2,40.0,80.0,Completed
53244,3039,10436,2024-01-29 00:11:41.180154,3,399.0,1197.0,Completed
53245,3016,10400,2024-01-18 00:11:41.180154,4,60.0,240.0,Completed
53246,3042,10932,2024-01-22 00:11:41.180154,2,16.0,32.0,Completed
53247,3007,10246,2024-01-26 00:11:41.180154,4,250.0,1000.0,Completed
53248,3011,10120,2024-01-30 00:11:41.180154,5,140.0,700.0,Completed
53249,3001,10555,2024-02-05 00:11:41.180154,3,449.0,1347.0,Completed
53250,3016,10967,2024-01-22 00:11:41.180154,1,60.0,60.0,Completed
53251,3002,10377,2024-02-03 00:11:41.180154,4,40.0,160.0,Completed
53252,3039,10071,2024-02-09 00:11:41.180154,5,399.0,1995.0,Completed
53253,3030,10328,2024-02-02 00:11:41.180154,5,14.0,70.0,Completed
53254,3020,10490,2024-01-20 00:11:41.180154,5,99.0,495.0,Completed
53255,3002,10166,2024-01-24 00:11:41.180154,2,40.0,80.0,Completed
53256,3001,10646,2024-01-19 00:11:41.180154,5,449.0,2245.0,Completed
53257,3002,10999,2024-02-05 00:11:41.180154,5,40.0,200.0,Completed
53258,3002,10432,2024-02-09 00:11:41.180154,5,40.0,200.0,Completed
53259,3029,10352,2024-02-06 00:11:41.180154,5,49.0,245.0,Completed
53260,3037,10396,2024-01-16 00:11:41.180154,2,199.0,398.0,Completed
53261,3018,10117,2024-02-10 00:11:41.180154,1,30.0,30.0,Completed
53262,3034,10878,2024-01-31 00:11:41.180154,2,17.0,34.0,Completed
53263,3031,10402,2024-01-17 00:11:41.180154,1,35.0,35.0,Completed
53264,3048,10384,2024-01-29 00:11:41.180154,4,30.0,120.0,Completed
53265,3008,10648,2024-02-01 00:11:41.180154,3,28.0,84.0,Completed
53266,3024,10421,2024-01-28 00:11:41.180154,5,12.0,60.0,Completed
53267,3002,10632,2024-02-07 00:11:41.180154,4,40.0,160.0,Completed
53268,3002,10071,2024-02-11 00:11:41.180154,3,40.0,120.0,Completed
53269,3002,10800,2024-02-04 00:11:41.180154,1,40.0,40.0,Completed
53270,3022,10938,2024-02-07 00:11:41.180154,3,50.0,150.0,Completed
53271,3015,10632,2024-01-30 00:11:41.180154,5,35.0,175.0,Completed
53272,3022,10949,2024-02-06 00:11:41.180154,3,50.0,150.0,Completed
53273,3009,10157,2024-02-05 00:11:41.180154,4,40.0,160.0,Completed
53274,3001,10462,2024-02-12 00:11:41.180154,1,449.0,449.0,Completed
53275,3025,10574,2024-02-08 00:11:41.180154,3,10.0,30.0,Completed
53276,3014,10552,2024-02-02 00:11:41.180154,5,48.0,240.0,Completed
53277,3002,10396,2024-01-21 00:11:41.180154,3,40.0,120.0,Completed
53278,3014,10326,2024-01-27 00:11:41.180154,4,48.0,192.0,Completed
53279,3002,10122,2024-01-25 00:11:41.180154,5,40.0,200.0,Completed
53280,3002,10386,2024-01-24 00:11:41.180154,3,40.0,120.0,Completed
53281,3025,10169,2024-01-17 00:11:41.180154,3,10.0,30.0,Completed
53282,3039,10736,2024-01-28 00:11:41.180154,4,399.0,1596.0,Completed
53283,3019,10204,2024-01-24 00:11:41.180154,3,20.0,60.0,Completed
53284,3045,10068,2024-02-12 00:11:41.180154,1,129.0,129.0,Completed
53285,3020,10530,2024-01-31 00:11:41.180154,4,99.0,396.0,Completed
53286,3025,10569,2024-02-10 00:11:41.180154,5,10.0,50.0,Completed
53287,3020,10864,2024-01-16 00:11:41.180154,3,99.0,297.0,Completed
53288,3035,10550,2024-02-12 00:11:41.180154,2,99.0,198.0,Cancelled
53289,3024,10337,2024-02-11 00:11:41.180154,4,12.0,48.0,Completed
53290,3002,10796,2024-02-05 00:11:41.180154,4,40.0,160.0,Cancelled
53291,3006,10518,2024-02-12 00:11:41.180154,1,25.0,25.0,Completed
53292,3002,10088,2024-02-08 00:11:41.180154,5,40.0,200.0,Completed
53293,3020,10537,2024-02-07 00:11:41.180154,3,99.0,297.0,Completed
53294,3004,10906,2024-02-01 00:11:41.180154,3,45.0,135.0,Completed
53295,3017,10390,2024-01-29 00:11:41.180154,4,22.0,88.0,Completed
53296,3002,10277,2024-02-11 00:11:41.180154,2,40.0,80.0,Completed
53297,3041,10141,2024-01-18 00:11:41.180154,3,18.0,54.0,Completed
53298,3002,10157,2024-01-24 00:11:41.180154,1,40.0,40.0,Completed
53299,3002,10413,2024-01-29 00:11:41.180154,5,40.0,200.0,Completed
53300,3040,10569,2024-01-25 00:11:41.180154,1,70.0,70.0,Completed
53301,3030,10089,2024-01-19 00:11:41.180154,3,14.0,42.0,Completed
53302,3002,10938,2024-02-11 00:11:41.180154,5,40.0,200.0,Completed
53303,3002,10756,2024-01-18 00:11:41.180154,4,40.0,160.0,Completed
53304,3021,10555,2024-02-08 00:11:41.180154,2,45.0,90.0,Completed
53305,3021,10812,2024-02-03 00:11:41.180154,3,45.0,135.0,Completed
53306,3002,10089,2024-02-10 00:11:41.180154,2,40.0,80.0,Completed
53307,3047,10462,2024-01-30 00:11:41.180154,3,279.0,837.0,Cancelled
53308,3015,10615,2024-01-25 00:11:41.180154,2,35.0,70.0,Completed
53309,3006,10812,2024-01-25 00:11:41.180154,2,25.0,50.0,Completed
53310,3014,10775,2024-01-21 00:11:41.180154,3,48.0,144.0,Completed
53311,3001,10267,2024-01-26 00:11:41.180154,5,449.0,2245.0,Completed
53312,3001,10938,2024-01-24 00:11:41.180154,2,449.0,898.0,Cancelled
53313,3002,10122,2024-01-24 00:11:41.180154,3,40.0,120.0,Completed
53314,3047,10869,2024-01-31 00:11:41.180154,1,279.0,279.0,Completed
53315,3043,10971,2024-01-27 00:11:41.180154,3,13.0,39.0,Completed
53316,3022,10184,2024-01-17 00:11:41.180154,2,50.0,100.0,Completed
53317,3024,10726,2024-02-03 00:11:41.180154,5,12.0,60.0,Completed
53318,3002,10052,2024-01-27 00:11:41.180154,4,40.0,160.0,Completed
53319,3008,10397,2024-02-07 00:11:41.180154,3,28.0,84.0,Completed
53320,3002,10504,2024-02-09 00:11:41.180154,5,40.0,200.0,Completed
53321,3036,10552,2024-01-30 00:11:41.180154,2,17.0,34.0,Completed
53322,3006,10932,2024-02-01 00:11:41.180154,1,25.0,25.0,Completed
53323,3043,10672,2024-01-30 00:11:41.180154,2,13.0,26.0,Completed
53324,3002,10465,2024-01-28 00:11:41.180154,5,40.0,200.0,Completed
53325,3009,10799,2024-02-05 00:11:41.180154,1,40.0,40.0,Completed
53326,3007,10948,2024-01-29 00:11:41.180154,2,250.0,500.0,Completed
53327,3028,10031,2024-02-05 00:11:41.180154,3,35.0,105.0,Completed
53328,3044,10985,2024-01-25 00:11:41.180154,3,45.0,135.0,Completed
53329,3002,10092,2024-01-21 00:11:41.180154,5,40.0,200.0,Completed
53330,3015,10801,2024-01-30 00:11:41.180154,5,35.0,175.0,Completed
53331,3026,10271,2024-01-31 00:11:41.180154,4,148.0,592.0,Cancelled
53332,3013,10128,2024-02-04 00:11:41.180154,3,179.0,537.0,Completed
53333,3050,10421,2024-01-25 00:11:41.180154,4,75.0,300.0,Completed
53334,3002,10628,2024-01-19 00:11:41.180154,5,40.0,200.0,Completed
53335,3028,10379,2024-02-03 00:11:41.180154,3,35.0,105.0,Completed
53336,3002,10063,2024-01-21 00:11:41.180154,1,40.0,40.0,Completed
53337,3028,10572,2024-02-07 00:11:41.180154,5,35.0,175.0,Completed
53338,3015,10898,2024-01-20 00:11:41.180154,2,35.0,70.0,Completed
53339,3001,10383,2024-01-25 00:11:41.180154,1,449.0,449.0,Completed
53340,3017,10213,2024-01-28 00:11:41.180154,4,22.0,88.0,Completed
53341,3002,10422,2024-02-06 00:11:41.180154,1,40.0,40.0,Completed
53342,3028,10054,2024-01-25 00:11:41.180154,2,35.0,70.0,Completed
53343,3003,10807,2024-01-23 00:11:41.180154,2,110.0,220.0,Completed
53344,3044,10808,2024-02-08 00:11:41.180154,1,45.0,45.0,Completed
53345,3002,10557,2024-02-12 00:11:41.180154,5,40.0,200.0,Completed
53346,3009,10352,2024-01-21 00:11:41.180154,4,40.0,160.0,Completed
53347,3012,10793,2024-02-02 00:11:41.180154,4,50.0,200.0,Completed
53348,3002,10530,2024-01-31 00:11:41.180154,2,40.0,80.0,Completed
53349,3023,10808,2024-02-09 00:11:41.180154,2,20.0,40.0,Completed
53350,3002,10615,2024-01-26 00:11:41.180154,2,40.0,80.0,Completed
53351,3034,10775,2024-01-25 00:11:41.180154,3,17.0,51.0,Completed
53352,3013,10571,2024-02-02 00:11:41.180154,4,179.0,716.0,Completed
53353,3037,10402,2024-02-06 00:11:41.180154,4,199.0,796.0,Completed
53354,3007,10951,2024-01-21 00:11:41.180154,5,250.0,1250.0,Completed
53355,3002,10518,2024-01-26 00:11:41.180154,3,40.0,120.0,Completed
53356,3002,10575,2024-02-09 00:11:41.180154,5,40.0,200.0,Completed
53357,3002,10218,2024-01-20 00:11:41.180154,2,40.0,80.0,Completed
53358,3020,10612,2024-01-22 00:11:41.180154,1,99.0,99.0,Completed
53359,3031,10542,2024-01-26 00:11:41.180154,1,35.0,35.0,Completed
53360,3003,10192,2024-01-29 00:11:41.180154,2,110.0,220.0,Completed
53361,3042,10068,2024-01-28 00:11:41.180154,3,16.0,48.0,Completed
53362,3002,10575,2024-01-29 00:11:41.180154,3,40.0,120.0,Completed
53363,3006,10760,2024-02-06 00:11:41.180154,4,25.0,100.0,Completed
53364,3025,10508,2024-01-27 00:11:41.180154,1,10.0,10.0,Cancelled
53365,3002,10222,2024-02-10 00:11:41.180154,4,40.0,160.0,Completed
53366,3003,10658,2024-01-20 00:11:41.180154,3,110.0,330.0,Completed
53367,3046,10089,2024-01-16 00:11:41.180154,4,35.0,140.0,Completed
53368,3002,10421,2024-01-29 00:11:41.180154,4,40.0,160.0,Completed
53369,3027,10171,2024-01-24 00:11:41.180154,4,60.0,240.0,Completed
53370,3020,10192,2024-02-01 00:11:41.180154,4,99.0,396.0,Completed
53371,3002,10199,2024-02-07 00:11:41.180154,4,40.0,160.0,Completed
53372,3014,10384,2024-01-19 00:11:41.180154,3,48.0,144.0,Completed
53373,3021,10056,2024-02-09 00:11:41.180154,5,45.0,225.0,Completed
53374,3045,10390,2024-01-20 00:11:41.180154,1,129.0,129.0,Completed
53375,3002,10497,2024-01-24 00:11:41.180154,5,40.0,200.0,Completed
53376,3046,10468,2024-02-08 00:11:41.180154,5,35.0,175.0,Completed
53377,3010,10382,2024-01-30 00:11:41.180154,1,19.0,19.0,Completed
53378,3009,10816,2024-02-12 00:11:41.180154,1,40.0,40.0,Completed
53379,3012,10147,2024-01-17 00:11:41.180154,3,50.0,150.0,Completed
53380,3020,10490,2024-01-26 00:11:41.180154,4,99.0,396.0,Completed
53381,3002,10071,2024-02-02 00:11:41.180154,1,40.0,40.0,Completed
53382,3016,10077,2024-01-27 00:11:41.180154,3,60.0,180.0,Completed
53383,3028,10545,2024-01-26 00:11:41.180154,4,35.0,140.0,Completed
53384,3036,10537,2024-02-04 00:11:41.180154,1,17.0,17.0,Completed
53385,3035,10870,2024-02-02 00:11:41.180154,1,99.0,99.0,Completed
53386,3039,10531,2024-01-18 00:11:41.180154,2,399.0,798.0,Completed
53387,3001,10954,2024-02-05 00:11:41.180154,2,449.0,898.0,Completed
53388,3001,10055,2024-01-27 00:11:41.180154,3,449.0,1347.0,Completed
53389,3038,10105,2024-01-23 00:11:41.180154,5,6.0,30.0,Completed
53390,3002,10053,2024-01-26 00:11:41.180154,1,40.0,40.0,Completed
53391,3025,10192,2024-02-04 00:11:41.180154,2,10.0,20.0,Completed
53392,3001,10518,2024-02-08 00:11:41.180154,5,449.0,2245.0,Completed
53393,3010,10628,2024-01-29 00:11:41.180154,3,19.0,57.0,Completed
53394,3029,10054,2024-02-08 00:11:41.180154,2,49.0,98.0,Completed
53395,3042,10944,2024-02-11 00:11:41.180154,1,16.0,16.0,Completed
53396,3045,10821,2024-02-03 00:11:41.180154,2,129.0,258.0,Completed
53397,3021,10277,2024-02-01 00:11:41.180154,5,45.0,225.0,Completed
53398,3002,10087,2024-01-27 00:11:41.180154,1,40.0,40.0,Completed
53399,3041,10179,2024-01-24 00:11:41.180154,4,18.0,72.0,Completed
53400,3023,10122,2024-02-06 00:11:41.180154,5,20.0,100.0,Cancelled
53401,3002,10121,2024-01-21 00:11:41.180154,4,40.0,160.0,Completed
53402,3045,10507,2024-01-29 00:11:41.180154,1,129.0,129.0,Completed
53403,3002,10243,2024-02-06 00:11:41.180154,4,40.0,160.0,Completed
53404,3045,10356,2024-01-30 00:11:41.180154,3,129.0,387.0,Completed
53405,3002,10991,2024-01-23 00:11:41.180154,2,40.0,80.0,Completed
53406,3022,10684,2024-01-23 00:11:41.180154,3,50.0,150.0,Completed
53407,3041,10948,2024-02-08 00:11:41.180154,3,18.0,54.0,Completed
53408,3004,10141,2024-02-05 00:11:41.180154,4,45.0,180.0,Completed
53409,3002,10382,2024-01-31 00:11:41.180154,4,40.0,160.0,Completed
53410,3002,10530,2024-01-26 00:11:41.180154,3,40.0,120.0,Completed
53411,3002,10082,2024-01-30 00:11:41.180154,2,40.0,80.0,Completed
53412,3002,10003,2024-02-07 00:11:41.180154,5,40.0,200.0,Completed
53413,3002,10672,2024-01-24 00:11:41.180154,4,40.0,160.0,Completed
53414,3020,10620,2024-01-18 00:11:41.180154,5,99.0,495.0,Completed
53415,3031,10400,2024-01-18 00:11:41.180154,3,35.0,105.0,Completed
53416,3029,10474,2024-01-27 00:11:41.180154,5,49.0,245.0,Completed
53417,3002,10402,2024-01-30 00:11:41.180154,3,40.0,120.0,Completed
53418,3044,10034,2024-02-04 00:11:41.180154,2,45.0,90.0,Completed
53419,3022,10325,2024-02-03 00:11:41.180154,3,50.0,150.0,Completed
53420,3002,10184,2024-02-09 00:11:41.180154,1,40.0,40.0,Completed
53421,3002,10107,2024-01-23 00:11:41.180154,4,40.0,160.0,Completed
53422,3002,10949,2024-01-28 00:11:41.180154,2,40.0,80.0,Completed
53423,3007,10572,2024-01-22 00:11:41.180154,4,250.0,1000.0,Completed
53424,3002,10732,2024-01-25 00:11:41.180154,5,40.0,200.0,Completed
53425,3039,10297,2024-02-02 00:11:41.180154,4,399.0,1596.0,Completed
53426,3002,10389,2024-01-29 00:11:41.180154,2,40.0,80.0,Completed
53427,3022,10236,2024-02-05 00:11:41.180154,3,50.0,150.0,Completed
53428,3009,10105,2024-02-01 00:11:41.180154,3,40.0,120.0,Completed
53429,3002,10184,2024-01-31 00:11:41.180154,4,40.0,160.0,Completed
53430,3024,10790,2024-01-21 00:11:41.180154,4,12.0,48.0,Completed
53431,3042,10680,2024-01-16 00:11:41.180154,3,16.0,48.0,Completed
53432,3044,10524,2024-02-05 00:11:41.180154,4,45.0,180.0,Completed
53433,3002,10454,2024-01-28 00:11:41.180154,1,40.0,40.0,Completed
53434,3034,10921,2024-01-22 00:11:41.180154,4,17.0,68.0,Completed
53435,3023,10081,2024-01-20 00:11:41.180154,2,20.0,40.0,Completed
53436,3002,10271,2024-02-08 00:11:41.180154,5,40.0,200.0,Completed
53437,3030,10346,2024-02-04 00:11:41.180154,3,14.0,42.0,Completed
53438,3045,10775,2024-02-05 00:11:41.180154,5,129.0,645.0,Completed
53439,3002,10993,2024-01-27 00:11:41.180154,1,40.0,40.0,Completed
53440,3013,10241,2024-02-10 00:11:41.180154,5,179.0,895.0,Completed
53441,3002,10869,2024-02-12 00:11:41.180154,5,40.0,200.0,Completed
53442,3019,10812,2024-01-27 00:11:41.180154,4,20.0,80.0,Completed
53443,3002,10220,2024-02-07 00:11:41.180154,4,40.0,160.0,Completed
53444,3021,10394,2024-01-25 00:11:41.180154,2,45.0,90.0,Completed
53445,3021,10399,2024-02-03 00:11:41.180154,2,45.0,90.0,Completed
53446,3026,10980,2024-02-06 00:11:41.180154,2,148.0,296.0,Completed
53447,3016,10187,2024-01-30 00:11:41.180154,2,60.0,120.0,Completed
53448,3028,10792,2024-02-12 00:11:41.180154,3,35.0,105.0,Completed
53449,3002,10325,2024-02-08 00:11:41.180154,4,40.0,160.0,Completed
53450,3047,10736,2024-02-06 00:11:41.180154,1,279.0,279.0,Completed
53451,3025,10404,2024-02-12 00:11:41.180154,4,10.0,40.0,Completed
53452,3001,10551,2024-01-24 00:11:41.180154,4,449.0,1796.0,Cancelled
53453,3002,10814,2024-02-05 00:11:41.180154,5,40.0,200.0,Cancelled
53454,3033,10796,2024-02-11 00:11:41.180154,4,40.0,160.0,Completed
53455,3014,10854,2024-02-11 00:11:41.180154,4,48.0,192.0,Completed
53456,3006,10068,2024-02-07 00:11:41.180154,4,25.0,100.0,Completed
53457,3002,10692,2024-01-19 00:11:41.180154,1,40.0,40.0,Completed
53458,3007,10137,2024-02-09 00:11:41.180154,5,250.0,1250.0,Completed
53459,3001,10402,2024-01-27 00:11:41.180154,2,449.0,898.0,Completed
53460,3045,10525,2024-01-20 00:11:41.180154,3,129.0,387.0,Completed
53461,3023,10396,2024-01-24 00:11:41.180154,2,20.0,40.0,Completed
53462,3032,10507,2024-01-30 00:11:41.180154,1,19.0,19.0,Completed
53463,3041,10997,2024-02-09 00:11:41.180154,2,18.0,36.0,Completed
53464,3002,10128,2024-02-07 00:11:41.180154,3,40.0,120.0,Completed
53465,3044,10679,2024-02-07 00:11:41.180154,4,45.0,180.0,Completed
53466,3048,10390,2024-02-04 00:11:41.180154,3,30.0,90.0,Cancelled
53467,3020,10128,2024-01-20 00:11:41.180154,2,99.0,198.0,Completed
53468,3047,10164,2024-01-27 00:11:41.180154,2,279.0,558.0,Completed
53469,3002,10948,2024-01-25 00:11:41.180154,3,40.0,120.0,Completed
53470,3002,10871,2024-01-31 00:11:41.180154,3,40.0,120.0,Completed
53471,3031,10906,2024-01-20 00:11:41.180154,3,35.0,105.0,Completed
53472,3032,10992,2024-01-25 00:11:41.180154,5,19.0,95.0,Completed
53473,3045,10204,2024-01-16 00:11:41.180154,2,129.0,258.0,Completed
53474,3016,10352,2024-01-20 00:11:41.180154,3,60.0,180.0,Completed
53475,3025,10665,2024-02-08 00:11:41.180154,3,10.0,30.0,Completed
53476,3001,10468,2024-01-21 00:11:41.180154,5,449.0,2245.0,Completed
53477,3014,10404,2024-02-03 00:11:41.180154,2,48.0,96.0,Completed
53478,3002,10356,2024-01-28 00:11:41.180154,3,40.0,120.0,Completed
53479,3002,10568,2024-02-12 00:11:41.180154,2,40.0,80.0,Completed
53480,3039,10549,2024-01-28 00:11:41.180154,4,399.0,1596.0,Completed
53481,3002,10166,2024-01-26 00:11:41.180154,1,40.0,40.0,Completed
53482,3022,10454,2024-01-23 00:11:41.180154,2,50.0,100.0,Completed
53483,3007,10530,2024-02-09 00:11:41.180154,5,250.0,1250.0,Completed
53484,3002,10541,2024-01-27 00:11:41.180154,2,40.0,80.0,Completed
53485,3021,10204,2024-02-05 00:11:41.180154,5,45.0,225.0,Completed
53486,3002,10746,2024-01-23 00:11:41.180154,5,40.0,200.0,Completed
53487,3002,10034,2024-01-28 00:11:41.180154,1,40.0,40.0,Completed
53488,3002,10352,2024-01-18 00:11:41.180154,5,40.0,200.0,Completed
53489,3002,10772,2024-02-12 00:11:41.180154,5,40.0,200.0,Completed
53490,3024,10536,2024-02-03 00:11:41.180154,4,12.0,48.0,Completed
53491,3002,10253,2024-02-10 00:11:41.180154,3,40.0,120.0,Completed
53492,3002,10702,2024-01-23 00:11:41.180154,2,40.0,80.0,Completed
53493,3025,10537,2024-02-04 00:11:41.180154,1,10.0,10.0,Completed
53494,3002,10789,2024-01-18 00:11:41.180154,3,40.0,120.0,Completed
53495,3034,10738,2024-01-20 00:11:41.180154,1,17.0,17.0,Completed
53496,3005,10578,2024-01-23 00:11:41.180154,2,100.0,200.0,Completed
53497,3002,10474,2024-01-31 00:11:41.180154,5,40.0,200.0,Completed
53498,3031,10128,2024-02-10 00:11:41.180154,5,35.0,175.0,Completed
53499,3001,10253,2024-01-22 00:11:41.180154,1,449.0,449.0,Completed
53500,3042,10404,2024-01-18 00:11:41.180154,4,16.0,64.0,Completed
53501,3045,10572,2024-02-02 00:11:41.180154,1,129.0,129.0,Completed
53502,3042,10502,2024-01-25 00:11:41.180154,4,16.0,64.0,Completed
53503,3040,10273,2024-02-12 00:11:41.180154,4,70.0,280.0,Completed
53504,3035,10008,2024-02-09 00:11:41.180154,4,99.0,396.0,Completed
53505,3029,10482,2024-02-09 00:11:41.180154,5,49.0,245.0,Completed
53506,3002,10272,2024-02-09 00:11:41.180154,3,40.0,120.0,Completed
53507,3039,10737,2024-01-31 00:11:41.180154,3,399.0,1197.0,Completed
53508,3030,10034,2024-01-31 00:11:41.180154,5,14.0,70.0,Completed
53509,3014,10555,2024-01-24 00:11:41.180154,3,48.0,144.0,Completed
53510,3002,10938,2024-02-06 00:11:41.180154,3,40.0,120.0,Completed
53511,3044,10183,2024-01-19 00:11:41.180154,4,45.0,180.0,Completed
53512,3001,10454,2024-01-26 00:11:41.180154,1,449.0,449.0,Completed
53513,3032,10096,2024-01-21 00:11:41.180154,2,19.0,38.0,Completed
53514,3047,10612,2024-02-06 00:11:41.180154,4,279.0,1116.0,Completed
53515,3033,10525,2024-01-26 00:11:41.180154,4,40.0,160.0,Completed
53516,3050,10397,2024-02-09 00:11:41.180154,1,75.0,75.0,Completed
53517,3002,10507,2024-02-01 00:11:41.180154,3,40.0,120.0,Completed
53518,3001,10893,2024-01-31 00:11:41.180154,5,449.0,2245.0,Completed
53519,3041,10198,2024-02-04 00:11:41.180154,3,18.0,54.0,Completed
53520,3002,10031,2024-01-26 00:11:41.180154,2,40.0,80.0,Completed
53521,3002,10852,2024-02-10 00:11:41.180154,4,40.0,160.0,Completed
53522,3013,10550,2024-02-06 00:11:41.180154,5,179.0,895.0,Completed
53523,3011,10891,2024-01-31 00:11:41.180154,5,140.0,700.0,Completed
53524,3019,10569,2024-01-23 00:11:41.180154,3,20.0,60.0,Completed
53525,3016,10799,2024-01-27 00:11:41.180154,3,60.0,180.0,Completed
53526,3002,10412,2024-02-08 00:11:41.180154,3,40.0,120.0,Completed
53527,3039,10749,2024-01-30 00:11:41.180154,3,399.0,1197.0,Completed
53528,3012,10910,2024-01-28 00:11:41.180154,5,50.0,250.0,Completed
53529,3008,10544,2024-01-17 00:11:41.180154,4,28.0,112.0,Completed
53530,3002,10187,2024-01-30 00:11:41.180154,2,40.0,80.0,Completed
53531,3031,10259,2024-01-22 00:11:41.180154,2,35.0,70.0,Completed
53532,3044,10198,2024-01-16 00:11:41.180154,3,45.0,135.0,Cancelled
53533,3001,10243,2024-01-26 00:11:41.180154,4,449.0,1796.0,Completed
53534,3042,10281,2024-02-01 00:11:41.180154,5,16.0,80.0,Cancelled
53535,3022,10530,2024-01-18 00:11:41.180154,1,50.0,50.0,Completed
53536,3028,10557,2024-02-08 00:11:41.180154,3,35.0,105.0,Completed
53537,3003,10409,2024-01-31 00:11:41.180154,5,110.0,550.0,Completed
53538,3002,10592,2024-02-07 00:11:41.180154,4,40.0,160.0,Completed
53539,3009,10089,2024-02-04 00:11:41.180154,3,40.0,120.0,Completed
53540,3002,10093,2024-01-17 00:11:41.180154,1,40.0,40.0,Completed
53541,3021,10183,2024-01-27 00:11:41.180154,5,45.0,225.0,Completed
53542,3039,10505,2024-01-31 00:11:41.180154,1,399.0,399.0,Completed
53543,3035,10208,2024-01-26 00:11:41.180154,1,99.0,99.0,Completed
53544,3027,10272,2024-02-03 00:11:41.180154,2,60.0,120.0,Completed
53545,3002,10394,2024-02-02 00:11:41.180154,2,40.0,80.0,Completed
53546,3019,10800,2024-01-26 00:11:41.180154,2,20.0,40.0,Completed
53547,3048,10013,2024-02-11 00:11:41.180154,5,30.0,150.0,Completed
53548,3024,10632,2024-01-20 00:11:41.180154,1,12.0,12.0,Completed
53549,3010,10663,2024-02-12 00:11:41.180154,3,19.0,57.0,Completed
53550,3009,10790,2024-02-08 00:11:41.180154,4,40.0,160.0,Completed
53551,3028,10927,2024-01-30 00:11:41.180154,3,35.0,105.0,Completed
53552,3022,10026,2024-01-26 00:11:41.180154,3,50.0,150.0,Completed
